o9,1,,59.61,498.56,107,244866,C,1,0.17886,o9_frame_1_sec_1.00_composite.png
o9,2,,52.95,459.6,78,226752,C,1,0.18215,o9_frame_2_sec_2.00_composite.png
o9,3,,32.41,417.22,41,184221,C,0,0.20958,o9_frame_3_sec_3.00_composite.png
o9,4,,42.0,421.23,47,189255,C,0,0.27564,o9_frame_4_sec_4.00_composite.png
o9,5,,72.69,1032.19,594,478283,C,3,0.36063,o9_frame_5_sec_5.00_composite.png
o9,6,,64.42,810.83,401,316392,C,3,0.41934,o9_frame_6_sec_6.00_composite.png
o9,7,,66.02,849.2,399,293707,C,3,0.38342,o9_frame_7_sec_7.00_composite.png
o9,8,,72.53,1020.04,580,377045,C,3,0.39231,o9_frame_8_sec_8.00_composite.png
o9,9,,31.25,406.29,31,82641,C,0,0.32434,o9_frame_9_sec_9.00_composite.png
o10,0,,60.82,616.51,214,226659,C,3,0.33543,o10_frame_0_sec_0.00_composite.png
o10,1,,34.87,429.72,33,75658,C,0,0.27501,o10_frame_1_sec_1.00_composite.png
o10,2,,72.96,817.2,392,314848,C,3,0.2587,o10_frame_2_sec_2.00_composite.png
o10,3,,76.31,877.21,454,340469,C,3,0.14706,o10_frame_3_sec_3.00_composite.png
o10,4,,74.56,790.14,379,320086,C,3,0.15326,o10_frame_4_sec_4.00_composite.png
o10,5,,71.55,723.06,319,384019,C,3,0.09341,o10_frame_5_sec_5.00_composite.png
o10,6,,74.77,736.61,333,348387,C,3,0.05537,o10_frame_6_sec_6.00_composite.png
o10,7,,58.25,527.83,144,242674,C,3,0.08467,o10_frame_7_sec_7.00_composite.png
o10,8,,65.37,660.28,262,273600,C,2,0.06993,o10_frame_8_sec_8.00_composite.png
o10,9,,65.14,749.45,342,362059,C,2,0.09232,o10_frame_9_sec_9.00_composite.png
o10,10,,60.97,624.65,231,297606,C,2,0.10274,o10_frame_10_sec_10.00_composite.png
o11,0,,58.99,737.72,308,246937,C,2,0.39762,o11_frame_0_sec_0.00_composite.png
o11,1,,64.77,706.45,297,268887,C,2,0.39622,o11_frame_1_sec_1.00_composite.png
o11,2,,43.14,433.17,51,112435,C,0,0.2074,o11_frame_2_sec_2.00_composite.png
o11,3,,60.57,696.84,292,236481,C,3,0.38058,o11_frame_3_sec_3.00_composite.png
o11,4,,49.91,558.07,167,137247,C,2,0.3036,o11_frame_4_sec_4.00_composite.png
o11,5,,42.78,454.21,73,106831,C,1,0.34251,o11_frame_5_sec_5.00_composite.png
o11,6,,43.96,449.63,74,67602,C,2,0.46674,o11_frame_6_sec_6.00_composite.png
o11,7,,63.29,643.98,247,139010,C,3,0.46464,o11_frame_7_sec_7.00_composite.png
o11,8,,38.44,409.58,35,31328,C,1,0.55363,o11_frame_8_sec_8.00_composite.png
o11,9,,44.23,452.84,75,32997,C,2,0.44015,o11_frame_9_sec_9.00_composite.png
o11,10,,28.6,392.41,15,28546,C,0,0.39364,o11_frame_10_sec_10.00_composite.png
o12,0,,57.25,604.46,201,108522,C,2,0.39964,o12_frame_0_sec_0.00_composite.png
